sentence,label
we felt very full after we left the gym is wrong because the restaurant and th gym are in the same city.,negative
"we felt very full after we left the gym is wrong because we will cost energy when we in the gym,so we won't be full.",positive
"when sungura and fox emerged, all the animals grasped is wrong because animals didn't gasp when grasping.",negative
"when sungura and fox emerged, all the animals grasped is wrong because animals didn't grasp their preys.",negative
"when sungura and fox emerged, all the animals grasped is wrong because animals can't grasp each other.",positive
the sun rises from the west every day is wrong because the direction of rotation of the earth is from west to east.,positive
the sun rises from the west every day is wrong because the rotation of the earth led to the day and night.,negative
the sun rises from the west every day is wrong because the rotation of the earth led to the day and night.,negative
aprons keep out the rain is wrong because apron is mainly to prevent dirty not rain.,positive
aprons keep out the rain is wrong because no one wears an apron when it rains.,negative
